,date,likes,reposts,views,comments,name,price,product_category,catalog_category,time,time_category
910,19.04.2023,23,15,12462,0,Стильные топы с разрезами ,1390,топы,блузки/рубашки/свитера,07:34:18,утреннее
911,19.04.2023,43,32,19679,0,Кремовый комплект белья с поясом ,1690,комплекты,комплекты,00:40:00,ночное
912,18.04.2023,64,47,15341,0,Комплект с юбкой и топом ,2590,платья,платья,20:39:35,вечернее
913,18.04.2023,175,111,52135,0,Нежные платья бэби-долл ,2890,платья,платья,07:39:51,утреннее
914,18.04.2023,49,38,11760,0,Джинсовые платья с поясом ,2790,платья,платья,04:54:00,ночное
915,18.04.2023,22,21,12551,2,Брючный комплект с жилетом ,2890,комплекты,комплекты,01:38:00,ночное
916,17.04.2023,33,21,18707,4,Хлопковые платья с объемными рукавами ,2550,платья,платья,21:44:00,вечернее
917,17.04.2023,21,33,14361,0,Кружевной комплект белья с поясом ,1690,комплекты,комплекты,19:38:00,вечернее
918,17.04.2023,41,37,13709,0,Волшебные платья с открытой спинкой ,2550,платья,платья,18:00:50,вечернее
919,17.04.2023,79,74,16975,0,Хлопковые комплекты в винтажном стиле ,2690,комплекты,комплекты,14:06:56,дневное
920,17.04.2023,46,27,17905,0,Нежные платья бэби-долл ,2550,платья,платья,10:09:00,утреннее
921,17.04.2023,23,19,9177,2,Комплекты белья из сеточки в винтажном стиле ,1690,комплекты,комплекты,03:48:55,ночное
922,16.04.2023,56,59,14493,0,Трикотажные платья со шнуровкой на спинке ,1890,платья,платья,12:59:37,дневное
923,16.04.2023,29,28,20121,0,Хлопковые платья с завязкой на спинке ,2590,платья,платья,10:55:53,утреннее
924,16.04.2023,27,28,14351,0,Платье с принтом в винтажном стиле ,2690,платья,платья,08:24:00,утреннее
925,16.04.2023,54,37,15488,1,Нежно-розовый комплект с цветочным кружевом ,1590,комплекты,комплекты,05:15:04,ночное
926,15.04.2023,54,33,9881,0,Нежно-розовые платья бэби-долл ,2550,платья,платья,06:17:16,утреннее
927,15.04.2023,45,28,13046,0,Шорты с высокой посадкой с принтом зебры ,1890,шорты,брюки/комбинезоны/джинсы,02:58:00,ночное
928,14.04.2023,132,104,23764,0,Малиновый комплект белья с сердечками ,1690,комплекты,комплекты,17:49:15,дневное
929,14.04.2023,141,116,28068,6,Муслиновые комплекты кремового цвета ,2550,комплекты,комплекты,06:33:53,утреннее
930,13.04.2023,44,34,15328,0,Хлопковый комплект с шортиками ,2550,комплекты,комплекты,22:04:08,ночное
931,13.04.2023,420,310,113695,8,Небесное платье-миди с принтом ,2690,платья,платья,05:42:00,ночное
932,13.04.2023,31,26,15512,0,Комплект белья в горошек с поясом ,1690,комплекты,комплекты,01:04:34,ночное
933,12.04.2023,91,87,21683,0,Нежное платье с открытыми плечами ,2390,платья,платья,09:31:53,утреннее
934,12.04.2023,57,44,19683,0,Нежно-розовый комплект с поясом ,1790,комплекты,комплекты,04:06:32,ночное
935,11.04.2023,70,65,10308,0,Атласный комплект с шортами  ,2250,комплекты,комплекты,22:57:27,ночное
936,11.04.2023,127,109,35286,0,Юбка чернильного цвета на запахе ,1590,платья,платья,13:37:05,дневное
937,09.04.2023,76,33,20828,0,Платье в стиле кантри с цветочным принтом ,2690,платья,платья,23:36:10,ночное
938,06.04.2023,235,222,56329,1,Сарафаны с завязками на плечах ,2550,сарафаны,платья,07:03:46,утреннее
939,04.04.2023,326,245,85655,2,Платье из органзы с принтом ,2550,платья,платья,12:30:52,дневное
940,01.04.2023,63,77,17168,0,Атласные тройные комплекты для дома ,2550,комплекты,комплекты,16:07:00,дневное
941,01.04.2023,46,62,25451,0,Яркие платья с принтом и воротничком ,2690,платья,платья,13:06:53,дневное
942,31.03.2023,96,74,24469,1,Приталенные дизайнерские платья ,2690,платья,платья,13:14:33,дневное
943,31.03.2023,22,14,11622,1,Платья с цветочным принтом в стиле кантри ,2690,платья,платья,03:08:00,ночное
944,31.03.2023,16,38,13407,0,Шикарный комплект из сеточки ,1550,комплекты,комплекты,00:38:00,ночное
945,30.03.2023,46,45,12534,1,Хлопковые костюмы лазурного цвета ,2350,костюмы,комплекты,22:26:00,ночное
946,30.03.2023,33,28,15789,0,Красные платья с открытыми плечами и принтом ,2690,платья,платья,20:21:36,вечернее
947,30.03.2023,103,84,31448,2,Атласные комплекты с юбочкой ,1790,платья,платья,07:25:13,утреннее
948,30.03.2023,38,31,15131,0,Кремовый кружевной комплект с поясом ,1690,комплекты,комплекты,04:58:00,ночное
949,30.03.2023,81,91,14583,0,Атласный брючный костюм ,2790,костюмы,комплекты,02:42:00,ночное
950,29.03.2023,48,25,13366,1,Комплект с шортами и марокканским принтом ,2590,комплекты,комплекты,23:48:00,ночное
951,29.03.2023,34,33,14338,0,Хлопковые платья с открытыми плечами,1950,платья,платья,20:49:04,вечернее
952,29.03.2023,16,18,11221,1,Матовые атласные блузки ,1890,блузы,блузки/рубашки/свитера,11:44:00,утреннее
953,29.03.2023,37,46,11964,0,Хлопковое платье с открытой спинкой ,1950,платья,платья,06:46:41,утреннее
954,29.03.2023,41,33,16847,6,Шифоновые платья с принтом ,2590,платья,платья,02:38:00,ночное
955,28.03.2023,31,23,10781,0,Нежно-розовый комплект белья с поясом ,1790,комплекты,комплекты,23:24:00,ночное
956,28.03.2023,137,109,24875,2,Объёмные шорты с высокой посадкой ,1690,шорты,брюки/комбинезоны/джинсы,20:08:00,вечернее
957,28.03.2023,20,12,10763,1,Шикарный лиловый комплект с поясом ,1690,комплекты,комплекты,14:12:57,дневное
958,28.03.2023,165,106,38971,2,Изящное платье из органзы с принтом ,2590,платья,платья,10:28:57,утреннее
959,28.03.2023,30,21,16230,0,Укороченные топы скрученного кроя ,1390,топы,блузки/рубашки/свитера,03:52:00,ночное
960,28.03.2023,32,29,12054,1,Кружевной комплект в винтажном стиле ,1690,комплекты,комплекты,01:38:00,ночное
961,27.03.2023,52,42,13520,3,Джинсы с ассиметричной талией ,2390,джинсы,брюки/комбинезоны/джинсы,23:44:00,ночное
962,27.03.2023,63,38,18051,0,Серое приталенное платье с белым подолом ,2550,платья,платья,18:54:22,вечернее
963,27.03.2023,36,27,16858,3,Хлопковые платья с объемными рукавами ,2390,платья,платья,11:47:07,утреннее
964,27.03.2023,29,33,12739,0,Шифоновые приталенные платья ,1950,платья,платья,10:20:01,утреннее
965,27.03.2023,43,43,14313,4,Хлопковые комплекты с шортами ,2550,комплекты,комплекты,03:15:00,ночное
966,27.03.2023,54,60,18878,1,Пудровое платье в стиле бэби-долл ,2890,платья,платья,00:34:00,ночное
967,26.03.2023,24,11,8338,0,Юбочки из молярной эко-кожи ,1699,платья,платья,21:22:00,вечернее
968,26.03.2023,39,22,14089,0,Комплект белья в горошек ,1690,комплекты,комплекты,19:40:13,вечернее
969,26.03.2023,51,42,13630,0,Нежное платье с открытыми плечами ,2390,платья,платья,08:30:45,утреннее
970,26.03.2023,65,79,13431,0,Комплект из золотисто-бежевого муслина ,2390,комплекты,комплекты,05:04:00,ночное
971,26.03.2023,94,61,20207,0,Шикарные трикотажные костюмы с юбкой ,2950,платья,платья,02:24:00,ночное
972,26.03.2023,21,22,13935,0,Хлопковые сарафаны с завязками на плечах ,2250,сарафаны,платья,00:12:00,ночное
973,25.03.2023,57,75,20337,0,Атласные платья с открытой спинкой ,2290,платья,платья,16:57:00,дневное
974,25.03.2023,25,10,13343,0,Хлопковые приталенные платья ,1950,платья,платья,11:10:53,утреннее
975,25.03.2023,41,27,13069,2,Комплекты с шортами лазурного цвета ,2350,комплекты,комплекты,04:04:00,ночное
976,25.03.2023,46,44,10098,1,Платье-миди со шнуровкой на спинке ,2250,платья,платья,00:14:00,ночное
977,24.03.2023,23,16,7735,0,Подборка комплектов белья с поясом ,1690,комплекты,комплекты,21:38:00,вечернее
978,24.03.2023,50,53,12516,2,Шифоновые платья со шнуровкой ,2250,платья,платья,20:10:36,вечернее
979,24.03.2023,27,25,8536,2,Свободное платье-рубашка в клетку ,1850,платья,платья,14:06:36,дневное
980,24.03.2023,293,208,58132,1,Нежное платье небесного цвета ,2550,платья,платья,03:38:00,ночное
981,24.03.2023,23,20,14059,3,Комплект с шортами из ажурного хлопка ,2950,комплекты,комплекты,01:42:00,ночное
982,23.03.2023,49,46,12011,0,Платье-миди с вырезами на талии ,2390,платья,платья,23:52:00,ночное
983,23.03.2023,36,25,12592,1,Шифоновая блузка в винтажном стиле ,1890,блузы,блузки/рубашки/свитера,20:48:00,вечернее
984,23.03.2023,72,69,19649,1,Прекрасные юбки-миди из атласа с принтом ,1750,платья,платья,10:46:35,утреннее
985,23.03.2023,17,16,9607,1,Розовое платье с воротничком ,2550,платья,платья,09:44:48,утреннее
986,23.03.2023,33,18,8806,0,Приталенное платье-пиджак ,2550,платья,платья,08:20:36,утреннее
987,22.03.2023,27,34,11762,1,Изящные костюмы с шортами ,2390,шорты,брюки/комбинезоны/джинсы,17:41:22,дневное
988,22.03.2023,62,72,16616,0,Атласный комплект из 3-х предметов ,2550,комплекты,комплекты,16:15:00,дневное
989,22.03.2023,18,15,10609,0,Черное платье с белым воротничком и подолом ,2550,платья,платья,12:12:48,дневное
990,22.03.2023,38,27,11126,0,Дизайнерские платья с открытыми плечами ,2590,платья,платья,10:13:12,утреннее
991,22.03.2023,30,31,10480,1,Хлопковые комплекты с шортами и жилетом ,2390,комплекты,комплекты,09:15:50,утреннее
992,22.03.2023,20,8,7045,0,Платье с принтом в стиле кантри ,2690,платья,платья,06:14:03,утреннее
993,22.03.2023,37,33,9309,1,Комплекты из хлопкового муслина ,2699,комплекты,комплекты,03:18:00,ночное
994,22.03.2023,91,36,18247,0,Комплекты белья с корсетным лифом ,1790,комплекты,комплекты,01:24:00,ночное
995,21.03.2023,28,20,11914,1,Трикотажный костюм с джемпером-поло ,2990,костюмы,комплекты,23:14:00,ночное
996,21.03.2023,24,30,10760,0,Шоколадное хлопковое платье с поясом ,2390,платья,платья,21:06:38,вечернее
997,21.03.2023,61,60,15256,0,Юбка чернильного цвета с разрезом ,1590,платья,платья,19:35:31,вечернее
998,21.03.2023,32,32,10716,1,Трикотажные платья со шнуровкой на спинке ,1890,платья,платья,17:38:03,дневное
999,21.03.2023,25,22,10016,0,Легкая куртка-дубленка из мягкой замши ,3350,куртки,верхняя одежда,10:25:56,утреннее
1000,21.03.2023,113,87,30215,0,Изящные комплекты белья с вышивкой ,1690,комплекты,комплекты,05:12:00,ночное
1001,21.03.2023,89,97,23564,4,Муслиновые комплекты кремового цвета ,2550,комплекты,комплекты,03:24:00,ночное
1002,20.03.2023,60,56,17788,2,Дизайнерские джинсовые костюмы ,2390,костюмы,комплекты,23:24:00,ночное
1003,20.03.2023,24,14,11135,2,Платье в винтажном стиле с вишнёвым принтом,2690,платья,платья,20:00:32,вечернее
1004,20.03.2023,24,17,6888,0,Кружевные комплекты белья с поясом ,1690,комплекты,комплекты,18:59:24,вечернее
1005,20.03.2023,39,30,15522,0,Шифоновое платье с воротничком и принтом ,2590,платья,платья,16:58:57,дневное
1006,20.03.2023,88,62,19195,0,Комплекты белья с цветочной вышивкой ,1590,комплекты,комплекты,14:30:23,дневное
1007,20.03.2023,73,37,23686,0,Атласные юбочки с принтом ,1690,платья,платья,11:24:11,утреннее
1008,20.03.2023,81,53,17085,0,Хлопковое платье с открытой спинкой ,2390,платья,платья,09:51:05,утреннее
1009,20.03.2023,37,43,12126,0,Мягкие трикотажные комплекты с укороченным джемпером ,3450,комплекты,комплекты,03:58:00,ночное
1010,19.03.2023,25,21,8569,0,Купальники ассиметричного кроя ,1590,купальники,купальники,23:52:06,ночное
1011,19.03.2023,76,56,15158,1,Шифоновые платья-миди нежно-розового цвета ,2890,платья,платья,20:58:00,вечернее
1012,19.03.2023,158,126,25419,3,Сарафаны с завязками на плечах ,2550,сарафаны,платья,19:19:04,вечернее
1013,19.03.2023,80,71,31873,0,Костюм с брюками и ярким принтом ,2890,костюмы,комплекты,18:20:19,вечернее
1014,19.03.2023,28,18,9353,3,Фактурные куртки-бомберы ,2550,бомберы,верхняя одежда,15:58:30,дневное
1015,19.03.2023,44,42,13432,0,Лето близко ,1590,купальники,купальники,06:46:50,утреннее
1016,19.03.2023,34,9,8922,0,Трикотажное платье шоколадного цвета ,1890,платья,платья,04:58:00,ночное
1017,19.03.2023,38,18,15893,0,Стильное черное платье с воротничком ,2590,платья,платья,02:52:00,ночное
1018,19.03.2023,23,16,6372,0,Куртки из молочной эко-кожи ,2890,куртки,верхняя одежда,00:32:00,ночное
1019,18.03.2023,34,32,8820,0,Атласные комплекты из 3-х предметов ,2590,комплекты,комплекты,21:24:00,вечернее
1020,18.03.2023,64,49,15866,0,Сарафаны с цветочным принтом ,2250,сарафаны,платья,19:28:57,вечернее
1021,18.03.2023,53,18,11622,0,Атласные комплекты из 7 предметов ,2490,комплекты,комплекты,16:26:56,дневное
1022,18.03.2023,12,11,11290,0,Бархатные платья в винтажном стиле ,2690,платья,платья,10:04:06,утреннее
1023,18.03.2023,19,9,9595,0,Атласные комплекты с юбочкой ,1890,платья,платья,06:46:24,утреннее
1024,17.03.2023,52,28,12967,0,Нежное платье с цветочным принтом ,2390,платья,платья,16:53:50,дневное
1025,17.03.2023,16,20,10326,0,Хлопковые яркие комплекты с шортами ,2590,комплекты,комплекты,14:33:52,дневное
1026,17.03.2023,20,12,6809,0,Юбочки из молочной эко-кожи ,1690,платья,платья,08:27:32,утреннее
1027,17.03.2023,39,12,10152,0,Комплект белья из сеточки в горошек ,1690,комплекты,комплекты,07:31:25,утреннее
1028,17.03.2023,40,22,12382,0,Кремовые шорты из эко-кожи ,1790,шорты,брюки/комбинезоны/джинсы,04:58:00,ночное
1029,17.03.2023,25,19,10013,0,Трикотажный костюм с юбкой и укороченным джемпером ,3690,платья,платья,02:48:00,ночное
1030,17.03.2023,31,22,15615,0,Минималистичные купальники с завязками ,1590,купальники,купальники,01:08:00,ночное
1031,16.03.2023,20,18,7623,0,Свитер в полоску с открытой спинкой ,1790,свитеры,блузки/рубашки/свитера,23:15:00,ночное
1032,16.03.2023,35,29,8842,2,Прекрасное белое платье приталенного кроя ,2390,платья,платья,20:55:16,вечернее
1033,16.03.2023,14,21,9965,0,Хлопковые комплекты с шортами в бойфренд-стиле ,2550,комплекты,комплекты,19:54:27,вечернее
1034,16.03.2023,84,55,10975,0,Платья с цветочным принтом и открытыми плечами ,2790,платья,платья,17:41:21,дневное
1035,16.03.2023,45,50,10289,1,Муслиновые комплекты с шортами ,2450,комплекты,комплекты,15:30:50,дневное
1036,16.03.2023,13,14,9626,0,Бархатные платья в стиле парижский-шик ,2550,платья,платья,11:03:02,утреннее
1037,16.03.2023,160,113,22520,0,Атласный комплект с шортами  ,2250,комплекты,комплекты,08:14:10,утреннее
1038,16.03.2023,62,43,13138,2,Платье с принтом в стиле кантри ,2690,платья,платья,04:52:00,ночное
1039,16.03.2023,39,32,10026,0,Яркие хлопковые комплекты с шортами ,2550,комплекты,комплекты,02:54:00,ночное
1040,16.03.2023,15,13,6427,0,"Хлопковые комплекты для дома, пляжа и прогулок ",2250,комплекты,комплекты,00:48:00,ночное
1041,15.03.2023,79,56,16004,0,Атласные брючные костюмы ,2790,костюмы,комплекты,17:05:45,дневное
1042,15.03.2023,11,9,8300,0,Джинсовые стильные комплекты с шортами ,2390,комплекты,комплекты,14:11:46,дневное
1043,15.03.2023,21,15,8202,0,Укороченный джемпер с контрастным краем ,1790,джемперы,блузки/рубашки/свитера,11:18:58,утреннее
1044,15.03.2023,122,97,21711,0,Атласные комплекты с юбкой ,1790,платья,платья,05:39:05,ночное
1045,15.03.2023,37,29,10674,0,Нежный комплект белья с поясом ,1690,комплекты,комплекты,03:14:00,ночное
1046,15.03.2023,40,25,10396,0,Хлопковые комплекты с шортами ,2550,комплекты,комплекты,01:12:00,ночное
1047,14.03.2023,27,25,5790,0,Небесно-голубой брючный костюм ,2890,костюмы,комплекты,22:42:00,ночное
1048,14.03.2023,21,20,9832,0,Мини-юбочки из эко-кожи ,1750,платья,платья,20:35:47,вечернее
1049,14.03.2023,65,77,19390,2,Трикотажные платья со шнуровкой на спинке ,1890,платья,платья,14:53:06,дневное
1050,14.03.2023,35,21,11046,0,Шифоновые платья с леопардовым принтом ,2590,платья,платья,07:33:53,утреннее
1051,14.03.2023,47,34,17536,0,Трикотажные костюмы с контрастным краем ,3390,костюмы,комплекты,04:08:00,ночное
1052,14.03.2023,31,20,10308,0,Атласные пижамные комплекты в полосочку ,2550,комплекты,комплекты,02:14:00,ночное
1053,13.03.2023,29,25,9938,0,Хлопковые платье на запах с объёмными рукавами ,2550,платья,платья,23:14:00,ночное
1054,13.03.2023,117,86,22822,2,Юбка на запах чернильного цвета ,1590,платья,платья,20:34:00,вечернее
1055,13.03.2023,48,39,15001,0,Куртки-рубашки с поясом ,2550,куртки,верхняя одежда,13:09:54,дневное
1056,13.03.2023,35,16,10597,0,Серо-мятный свитер с вязкой косами ,1890,свитеры,блузки/рубашки/свитера,09:50:23,утреннее
1057,13.03.2023,38,35,11775,0,Брюки с высокой посадкой и контрастным поясом ,2550,брюки,брюки/комбинезоны/джинсы,07:58:56,утреннее
1058,13.03.2023,47,37,10594,0,Платье с открытыми плечами и цветочным принтом ,2390,платья,платья,04:58:00,ночное
1059,13.03.2023,48,32,15681,0,Пушистый свитер с вырезом ,1890,свитеры,блузки/рубашки/свитера,03:22:00,ночное
1060,13.03.2023,27,25,7959,0,Комплект с шортами с принтом зебры ,2690,комплекты,комплекты,01:28:00,ночное
1061,12.03.2023,17,10,7372,0,Бархатные платья с воротничком ,2690,платья,платья,23:38:00,ночное
1062,12.03.2023,23,20,8385,0,Шикарный комплект белья с поясом ,1690,комплекты,комплекты,20:42:00,вечернее
1063,12.03.2023,101,105,20655,0,Нежные комплекты из хлопкового муслина ,2390,комплекты,комплекты,17:35:04,дневное
1064,12.03.2023,59,37,14254,0,Платья с воротничком и ярким принтом ,2690,платья,платья,07:42:33,утреннее
1065,12.03.2023,38,32,16711,0,Атласное платье-комбинация серебряного цвета ,1950,платья,платья,03:44:00,ночное
1066,12.03.2023,26,10,9699,1,Платье в винтажном стиле с принтом ,2550,платья,платья,01:48:00,ночное
1067,11.03.2023,31,14,9338,0,Хлопковый комплект с шортами ,2550,комплекты,комплекты,23:52:00,ночное
1068,11.03.2023,40,20,13403,0,Шикарные комплекты белья с поясом ,1690,комплекты,комплекты,20:58:00,вечернее
1069,11.03.2023,35,28,13138,0,Атласные комплект для дома с брюками ,2290,комплекты,комплекты,19:44:07,вечернее
1070,11.03.2023,264,222,53115,1,Нежный сарафан на завязках ,2250,сарафаны,платья,18:02:44,вечернее
1071,11.03.2023,42,46,12261,0,Боди с открытой спинкой ,1290,боди,блузки/рубашки/свитера,16:23:41,дневное
1072,11.03.2023,88,55,16361,0,Изящные платья с открытыми плечами ,2590,платья,платья,12:04:11,дневное
1073,11.03.2023,95,80,15962,0,Нежный муслиновый комплект с шортиками ,2490,комплекты,комплекты,09:51:59,утреннее
1074,11.03.2023,39,22,11410,0,Хлопковые яркие комплекты ,2590,комплекты,комплекты,04:42:00,ночное
1075,11.03.2023,37,26,10898,0,Кремовые хлопковые комплекты с шортами ,2550,комплекты,комплекты,02:52:00,ночное
1076,11.03.2023,30,27,11379,0,Стильные скрученные топы ,1390,топы,блузки/рубашки/свитера,00:48:00,ночное
1077,10.03.2023,27,13,8094,0,Комплект белья из сеточки в горошек ,1690,комплекты,комплекты,22:34:00,ночное
1078,10.03.2023,67,64,10393,0,Атласные брючные комплекты ,2750,комплекты,комплекты,20:09:43,вечернее
1079,10.03.2023,128,99,18282,0,Хлопковые комплекты в стиле бойфренда ,1550,комплекты,комплекты,18:42:48,вечернее
1080,10.03.2023,216,196,31999,4,Муслиновые комплекты с шортами,2550,комплекты,комплекты,14:17:34,дневное
1081,10.03.2023,70,51,17209,0,Комплект с шортами с зебра-принтом ,2690,комплекты,комплекты,09:55:06,утреннее
1082,10.03.2023,24,11,5212,0,Кружевной комплект белья с поясом ,1690,комплекты,комплекты,07:27:58,утреннее
1083,10.03.2023,57,35,17567,0,Платье-рубашка с баской ,2450,платья,платья,05:41:18,ночное
1084,10.03.2023,34,21,6115,2,Комплект с шортами и поясом ,2590,комплекты,комплекты,04:32:00,ночное
1085,10.03.2023,33,15,8620,0,Платье в стиле кантри с принтом ,2590,платья,платья,02:12:00,ночное
1086,09.03.2023,24,13,11623,0,Маленькое чёрное платье с воротником ,2550,платья,платья,23:44:00,ночное
1087,09.03.2023,17,18,11046,0,Кружевные комплекты с поясом ,1690,комплекты,комплекты,21:04:00,вечернее
1088,09.03.2023,29,20,12111,0,Нежно-розовые платья с открытыми плечами ,2550,платья,платья,15:32:54,дневное
1089,09.03.2023,35,23,9437,0,Платье с корсетным лифом и цветочным принтом ,2550,платья,платья,04:34:00,ночное
1090,09.03.2023,24,16,17500,0,Тренч из молочной эко-кожи ,4290,тренчи,верхняя одежда,02:22:00,ночное
1091,09.03.2023,27,21,15415,0,Кремовые платья в горошек ,2550,платья,платья,00:04:00,ночное
1092,08.03.2023,27,20,11526,2,Джинсовые платья с поясом ,2690,платья,платья,21:20:00,вечернее
1093,08.03.2023,48,51,16319,0,Шикарный комплект белья с поясом ,1790,комплекты,комплекты,19:37:51,вечернее
1094,08.03.2023,45,36,12106,0,Дизайнерское платье в винтажном стиле ,2790,платья,платья,18:00:25,вечернее
1095,08.03.2023,67,35,14150,0,Джинсовое платье с поясом ,2790,платья,платья,12:43:47,дневное
1096,08.03.2023,97,75,20457,4,Воздушные платья с открытыми плечами ,2390,платья,платья,08:58:32,утреннее
1097,08.03.2023,524,428,62396,3,Объёмные шорты с высокой посадкой ,1690,шорты,брюки/комбинезоны/джинсы,05:47:38,ночное
1098,07.03.2023,8,6,6454,0,Шикарный комплект с поясом ,1690,комплекты,комплекты,21:22:00,вечернее
1099,07.03.2023,257,222,30722,0,Сарафаны с завязками на плечах ,2550,сарафаны,платья,19:27:13,вечернее
1100,07.03.2023,15,16,8782,0,Дизайнерское ярусное платье с контрастными лямками ,2690,платья,платья,13:25:17,дневное
1101,07.03.2023,30,12,10226,1,Комплект белья из цветочного кружева ,1690,комплекты,комплекты,10:21:39,утреннее
1102,07.03.2023,37,40,10882,2,Брючные костюмы с ярким принтом ,2890,костюмы,комплекты,07:57:24,утреннее
1103,07.03.2023,221,105,44243,0,Ярусный дизайнерский сарафан ,2550,сарафаны,платья,04:52:00,ночное
1104,07.03.2023,26,21,8124,3,Серебряный комплект белья с поясом ,1590,комплекты,комплекты,02:45:00,ночное
1105,07.03.2023,22,22,8799,0,Платье в винтажном стиле с цветочным принтом ,2590,платья,платья,00:28:00,ночное
1106,06.03.2023,25,16,13914,0,Стильные брюки из эко-кожи ,2550,брюки,брюки/комбинезоны/джинсы,21:42:00,вечернее
1107,06.03.2023,23,17,14565,0,Платье принцессы в стиле бэби-долл ,2590,платья,платья,18:47:16,вечернее
1108,06.03.2023,77,64,18590,0,Хлопковые комплекты с шортами ,2550,комплекты,комплекты,17:43:28,дневное
1109,06.03.2023,38,18,16614,1,Объемные клетчатые рубашки из фетра ,2150,рубашки,блузки/рубашки/свитера,14:52:09,дневное
1110,06.03.2023,40,27,10936,0,Яркие хлопковые комплекты с шортами ,2390,комплекты,комплекты,09:42:42,утреннее
1111,06.03.2023,35,15,9592,0,Сияющее платье с пайеткамми ,1750,платья,платья,07:59:35,утреннее
1112,06.03.2023,15,7,7943,0,Куртка-рубашка с поясом из эко-кожи ,2890,куртки,верхняя одежда,03:44:00,ночное
1113,06.03.2023,39,35,19866,0,Стильные брюки с контрастным поясом ,2450,брюки,брюки/комбинезоны/джинсы,01:58:00,ночное
1114,05.03.2023,27,36,10790,0,Шикарный комплект белья с поясом ,1790,комплекты,комплекты,23:34:00,ночное
1115,05.03.2023,35,19,12282,0,Платье в винтажном стиле оливкового цвета ,2550,платья,платья,20:54:00,вечернее
1116,05.03.2023,72,49,12898,0,Сарафаны с завязками на плечах ,2250,сарафаны,платья,18:46:24,вечернее
1117,05.03.2023,45,46,13730,0,Хлопковые комплекты с шортами ,2550,комплекты,комплекты,16:44:12,дневное
1118,05.03.2023,55,65,13318,0,Тройные комплекты купальник+юбка ,1790,платья,платья,15:17:55,дневное
1119,05.03.2023,95,65,17066,0,Хлопковое платье с вырезом на спинке ,2390,платья,платья,13:46:58,дневное
1120,05.03.2023,192,166,25785,1,Атласный комплект с шортами  ,2290,комплекты,комплекты,11:36:35,утреннее
1121,05.03.2023,35,34,10221,2,Трикотажные костюмы с юбкой ,2950,платья,платья,09:51:20,утреннее
1122,05.03.2023,253,158,34064,3,Юбочки чернильного цвета на запахе ,1590,платья,платья,05:32:00,ночное
1123,05.03.2023,85,46,16947,0,Тройной нежно-розовый комплект белья ,1790,комплекты,комплекты,03:44:00,ночное
1124,05.03.2023,29,24,9656,0,Небесно-голубое платье с открытыми плечами ,2350,платья,платья,02:22:00,ночное
1125,05.03.2023,33,36,16105,0,Приталенные платья на запахе ,2550,платья,платья,00:38:00,ночное
1126,04.03.2023,16,8,4977,0,Комплекты белья с поясом ,1690,комплекты,комплекты,22:12:00,ночное
1127,04.03.2023,106,78,21664,0,Юбочки из эко-кожи с завязкой ,1950,платья,платья,19:13:09,вечернее
1128,04.03.2023,31,23,13158,2,Бархатные платья с объёмными рукавами ,2550,платья,платья,16:48:14,дневное
1129,04.03.2023,23,21,7026,3,Стильные укороченные дубленки ,3590,дублёнки,верхняя одежда,14:03:28,дневное
1130,04.03.2023,37,11,7881,0,Комплект белья с цветочной вышивкой ,1790,комплекты,комплекты,12:48:19,дневное
1131,04.03.2023,53,37,7324,0,Платье с открытыми плечами и принтом ,2390,платья,платья,07:59:53,утреннее
1132,04.03.2023,38,20,7592,0,Лавандовая куртка из эко-кожи ,3550,куртки,верхняя одежда,06:50:39,утреннее
1133,04.03.2023,54,42,19554,0,Комплект белья с поясом ,1790,комплекты,комплекты,04:42:00,ночное
1134,04.03.2023,36,16,16205,0,Лавандовое платье с открытыми плечами ,2390,платья,платья,00:16:00,ночное
1135,03.03.2023,19,25,18576,0,Дизайнерский дижнсовый комплект с шортами ,2390,комплекты,комплекты,21:12:00,вечернее
1136,03.03.2023,46,35,19278,0,Платье с ярким принтом и воротничком ,2690,платья,платья,19:38:00,вечернее
1137,03.03.2023,19,19,6273,0,Нежный кружевной комплект с поясом ,1790,комплекты,комплекты,18:47:01,вечернее
1138,03.03.2023,24,20,11161,3,Фактурные костюмы с брюками ,2950,костюмы,комплекты,13:14:52,дневное
1139,03.03.2023,28,26,7896,0,Нежный комплект белья с поясом ,1690,комплекты,комплекты,08:35:00,утреннее
1140,03.03.2023,55,52,23340,0,Атласный комплект кофейного цвета ,2590,комплекты,комплекты,06:28:00,утреннее
1141,03.03.2023,314,314,49687,2,Муслиновый комплект золотисто-бежевого цвета ,2550,комплекты,комплекты,04:18:00,ночное
1142,03.03.2023,28,18,10597,0,Платья в винтажном стиле с открытыми плечами ,1950,платья,платья,02:28:00,ночное
1143,03.03.2023,15,24,11615,0,Стильный купальник со шнуровкой ,1550,купальники,купальники,00:34:00,ночное
1144,02.03.2023,10,6,5324,0,Кружевной комплект белья с поясом ,1690,комплекты,комплекты,22:08:00,ночное
1145,02.03.2023,19,8,6247,0,Платье-облако с объёмными рукавами ,2390,платья,платья,19:44:00,вечернее
1146,02.03.2023,22,17,7039,0,Костюм с джемпером-поло ,2990,костюмы,комплекты,16:58:00,дневное
1147,02.03.2023,31,43,7255,0,Атласные платья с открытой спинкой ,2390,платья,платья,15:29:10,дневное
1148,02.03.2023,26,47,17578,0,Джинсовый комплект с юбкой ,2450,платья,платья,13:58:38,дневное
1149,02.03.2023,84,81,18938,0,Атласные тройные комплекты ,2550,комплекты,комплекты,08:51:21,утреннее
